Product url,Product name,Price,Rating,Number of Reviews,Product Discription,ASIN,Manufacturer
amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1658591366&sprefix=ba%2Caps%2C283&sr=8-72,Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls  ,679,3.7 out of 5 stars,226,"[' SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort  ', ' COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, menं and womenं  ', ' PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm  ', ' INTERNAL ORGANISER: This backpack features an Internal Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.  ', ' OTHER FEATURES: Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc  ']",B09QM9N1B3,Brand: Half Moon
amazon.in/Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1658591366&smid=AXOGFIT0PZZ7G&sprefix=ba%2Caps%2C283&sr=8-73,"Genie Camellia 27 litres Pink School Backpack (17 inch, Water Resistant)  ",849,4.3 out of 5 stars,"1,510","[' Outer Material : Nylon Twill, Color: Pink.  ', ' The backpack is LIGHT WEIGHT yet strong enough to hold your school supplies. The superior quality NYLON TWILL material lends a beautiful shine and soft feel to the backpack.  ', ' Dimensions (LxBxH): 12x8x17 inches, Capacity: 27 Litres, Weight: 440 grams, Water Resistant, Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase.  ', ' Number of Compartments: 3 Spacious compartment to keep your essentials like textbooks, stationary, lunchbox etc. It can accommodate upto 12-14 notebook/textbook. One Side Pocket: The backpack provides 1 exterior full fabric side pocket for holding water bottle, clipping pens or pencil or storing other items. Multi Level Organizer: Reduce clutter and organize your school essentials with the multi-level organizer.  ', ' Ergonomic Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.  ', ' EASY GRAB PADDED HANDLE for added comfort and convenience to hold the bag.  ', ' 3 Main Compartment, 1 External Pocket, 2 Side Stash Pockets, Back Padded Mesh  ']",B07QHMKHWH,Visit the Genie Store
amazon.in/GOCART-LOGO-Backpack-Briefcase-Convertible/dp/B0822H451W/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1658591366&sprefix=ba%2Caps%2C283&sr=8-74,GOCART WITH G LOGO Laptop Backpack Casual Daypacks Briefcase Convertible Business Travel Rucksack with USB Charging Port Large College School Bookbag Computer Laptop Bag  ,"1,299",4.1 out of 5 stars,840,"[' Compact and lightweight travel backpack can be easily placed under the airline seat.  ', ' Slim laptop backpack with spacious room to keep everything organized and easy to find; Padded back and straps make the business backpack comfortable to wear.  ', ' Separated laptop compartment make it is easy to take out the laptop when going through airport security  ', ' Bag size is 42X30X12 CM. and maximum length of laptop can fit is15 inch .; Pocket Description: Utility Pocket; Age Range Description: Kid; Closure Type: Zipper; Pattern Name: Solid  ', ' Pattern Name: Solid; Age Range Description: Kid; Closure Type: Zipper; Pocket Description: Utility Pocket  ']",B0822H451W,Visit the GOCART WITH G LOGO Store
amazon.in/Wildcraft-Polyester-Black-Laptop-8903338054290/dp/B012D4QKHW/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1658591366&sprefix=ba%2Caps%2C283&sr=8-77,Wildcraft 44 cms Polyester Black Laptop Bag (8903338054290)  ,"1,549",4.4 out of 5 stars,490,"[' Outer Material: Polyester, Color: Black  ', ' Water Resistance: Water resistant  ', ' Capacity: 20 ltrs; Weight: 0.35 kgs; Dimensions: 12.7 cms x 30.48 cms x 44.45 cms (LxWxH)  ', ' Number of compartments: 3  ', ' Laptop Compatibility: Yes, Size: 14 inches  ', ' Light Weight  ', ' Durable  ']",B012D4QKHW,POOJAeMART
amazon.in/regular-waterproof-storage-college-Backpack/dp/B08BYSL2ZT/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1658591366&sprefix=ba%2Caps%2C283&sr=8-78,The Westzone Regular Hi Storage 25 L Waterproof Rain Cover Laptop Backpack (Navy Blue Ct)  ,639,3.9 out of 5 stars,816,"[' 25L Backpack for School College office and Regular use; Number of Contents: 1 Bag with rain cover  ', ' Laptop Sleeve: No, Capacity : 25 L; Dimensions W x H x D : 12 x 17 x 8 inch  ', ' Number of Compartments : 4, Number of Pockets : 2, One Year Warranty  ', ' Age Range Description: Adult; Pattern Name: Solid  ']",B08BYSL2ZT,Westzone India
amazon.in/Gear-Beige-Casual-Backpack-BKPTRMP520522/dp/B00VWM11HQ/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1658591366&sprefix=ba%2Caps%2C283&sr=8-79,Gear Triumph Backpack Navy Blue-Beige (BKPTRMP520522)  ,895,4.2 out of 5 stars,"4,860","[' Outer Material: Polyester, Inner Material: Polyester, Color: Navy Blue and Beige; Anti-sweat fabric on inner-side of shoulder straps  ', ' Wear Resistant: Wearproof, Water Resistance: waterproofDimensions: 32 cms x 18 cms x 47 cms (LxWxH)  ', ' Capacity: 26 liters, Weight: 0.534 Kg  ', ' Number of compartments: 3; Strap Type: Adjustable  ', ' Age Range Description: Adult; Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Closure Type: Zipper; Special Features: Back Padding  ']",B00VWM11HQ,Brand: Gear
amazon.in/Fast-Travel-partition-Collage-Backpack/dp/B09VCLQ9H3/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1658591366&sprefix=ba%2Caps%2C283&sr=8-80,"Fast Travel 45 Ltrs, 46 cms School Bag Class 5-12 Large 4 partition Laptop Collage Office Travel Backpack Unisex  ",745,4.1 out of 5 stars,218,"[' Dimension:33 cms x20 cmsx 46 cms (LxWxh),45 liters  ', ' Number of Compartments:4 Laptop Compatibility: Up to 16 Inches  ', ' Material:Polyester:Water Resistance Level:Waterproof  ', ' Warranty Description: Manufacturer; 1 Year Domestic Warranty  ', ' Special Features: LightWeight Strong stitching 2 Bottle Pocket Anti-Thift Backpack With Mesh Padding On Back to Provide Better Back Support  ']",B09VCLQ9H3,FAST TRAVEL
amazon.in/YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1658591366&smid=A1WYWER0W24N8S&sprefix=ba%2Caps%2C283&sr=8-81,Lavie Women's Nova Tote Bag | Ladies Purse Handbag  ,799,4.3 out of 5 stars,"1,698","[' Lavie Malnov tote is a stylish offering for ladies. It is durable, light weight and super spacious. Made from vegan leather, this large hand bag comes in Herringbone, Woven and Croco texture pattern at the front.  ', ' Woven Texture- 45 cm in length x 12 cm in width x 35 cm in height  ', ' Malnov hand bag has a top zip closure for safety and comfort. The interior has 2 slip pockets along with 1 zip pocket providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer and a pair of clothes.  ', ' This latest tote is perfect for women to carry for a weekend getaway or even a day at the mall for shopping. It can be paired with formal pants & blazer as well as with a basic crop top and jeans. This spacious and sturdy bag makes for a perfect gift for all your occasions.  ', ' The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.  ']",B07MXNWTB2,Visit the Lavie Store
amazon.in/Wildcraft-Ltrs-orange-Rucksack-8903338073864/dp/B01G5I8YLC/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1658591366&sprefix=ba%2Caps%2C283&sr=8-82,"Wildcraft 45 Ltrs Grey and Orange Rucksack (8903338073864), Large  ","1,570",4.3 out of 5 stars,"7,613","[' Outer Material: Nylon, Color: Orange. With Rain Cover : No  ', ' Water resistance dimensions: 56.8cms x 33.6 cms x 5.4 cms (LxWxH)  ', ' Top loading pack with draw string opening for easy and quick access  ', ' Strengthened haul loop to take on heavier loads; Volume Capacity - 45 Liters  ', ' Style Name: Rucksack Backpacks; Special Features: Back Padding; Closure Type: Drawstring; Age Range Description: Adult; Pocket Description: Utility Pocket  ']",B01G5I8YLC,Brand: Wildcraft
amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B09T2MRRG3/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1658591366&sprefix=ba%2Caps%2C283&sr=8-83,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey)  ,649,4.0 out of 5 stars,849,"[' SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside, with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.  ', ' COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, menं and womenं  ', "" PROUDLY MADE IN INDIA: Half Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.  "", ' SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort  ', ' OTHER FEATURES:Internal Organiser, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Reflector Logo  ']",B09T2MRRG3,Brand: Half Moon
amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1658591366&sprefix=ba%2Caps%2C283&sr=8-84,"Fur Jaden Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls  ",749,4.1 out of 5 stars,650,"[' Care Instructions: Wipe with Damp Cloth  ', ' Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.  ', ' USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.  ', ' Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.  ', ' Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams  ', ' Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects  ']",B09VTCNN75,Visit the FUR JADEN Store
amazon.in/Hyper-Adam-Rucksack-Backpack-Trekking/dp/B07PJCH3VZ/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1658591437&sprefix=ba%2Caps%2C283&sr=8-83,Hyper Adam 65 LTR Rucksack Travel Backpack for Outdoor Sport Hiking Trekking Bag Camping Rucksack  ,999,4.2 out of 5 stars,"3,350","[' Stylish multi-purpose rucksack bag  ', ' Easy to carry  ', ' Light weight  ']",B07PJCH3VZ,Visit the Hyper Adam Store
amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1658591437&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-84,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey)  ,699,4.2 out of 5 stars,"1,042","[' Meant for 15.6-inch laptops  ', ' Multiple compartments for additional accessories  ', ' Front big pocket for quick-access your essentials  ', ' Elegant and Lightweight Cross-dyed woven fabric  ', ' Finished in Stylish warm dark grey and stretch to shoulder strap  ', ' Laptop compartment fits up to 15.6 inch laptop with velcro laptop strip  ', ' ASUS reflective logo  ', ' 1 Year hardware warranty provided by the manufacturer from date of purchase  ']",B0895ZZHKK,Visit the ASUS Store
amazon.in/POLESTAR-backpack-Backpack-College-Students/dp/B08X2KRL8B/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1658591437&smid=A3HBYWQBT33AGW&sprefix=ba%2Caps%2C283&sr=8-85,"POLESTAR Leader 34 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment and rain cover, made with polyester, 1 year warranty  ",639,4.1 out of 5 stars,"2,902","[' ✅DIMENSIONS: 32 Cm x 24 Cm x 48 Cm, CAPACITY: 34 Litres  ', ' ✅NUMBER OF COMPARTMENTS: 3 full size compartments & 2 side pockets, LAPTOP COMPARTMENT: Padded laptop compartment with elasticated strap lock, LAPTOP SIZE: 13 to 15.6 inches  ', ' ✅MATERIAL: Polyester, Water Resistant, COLOR: Navy Blue  ', ' ✅SPECIAL FEATURES: Ergonomic design, lightweight, padded breathable mesh back with adjustable S-Curved shoulder straps which protects the backbone and help to relieve stress on shoulders, smooth & durable zippers, padded haul loop, 2 bottle/ umbrella easy access pockets, rain cover in the side pocket  ', ' ✅CONSUMER: Suitable for men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product  ']",B08X2KRL8B,Visit the POLESTAR Store
amazon.in/AFN-FASHION-Casual-bagpack-Backpack/dp/B081X69ZL7/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1658591437&sprefix=ba%2Caps%2C283&sr=8-86,Afn Fashion 45 Ltrs Casual backpack/ office/ School Bag/Laptop Backpack for (15.6 inch) Blue  ,799,4.0 out of 5 stars,"1,273","[' Suitable For : Casual Backpacks , Laptop Backpacks ,School Bags ,Office Backpacks ,College Bag ,Daypacks , Travel Backpack , Casual Bags, Backpacks , Bagpacks  ', ' Padded Back Panel And Padded Shoulder Straps; Adjustable Padded Shoulder Straps / 2 Bottle Holders / Padded Top-Handle / Reflector Logo  ', ' Fabric : Polyester, Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 45 Cm X 31 Cm X 22 Cm  ', ' Compartments: 5 (Padded) + 1 Front Easy-Access Pocket; Age Range Description: Kid; Special Features: Chest Strap; Closure Type: Zipper  ', ' Closure Type: Zipper; Age Range Description: Kid  ']",B081X69ZL7,AFN FASHION
amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1658591437&smid=A14CZOWI0VEHLG&sprefix=ba%2Caps%2C283&sr=8-87,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)  ",249,4.1 out of 5 stars,"3,207","[' Made of multi-coated 600D polyester Material ; Water Repellent  ', ' Dimension: 38cm x 26cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters  ', ' Small Size backpack; Laptop Compatibility: No  ', ' This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more  ', ' With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books  ', ' 6 months limited warranty  ']",B088XH1BP7,Visit the MI Store
